population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life table,Thailand,Male,45-49 years,Probability of death,2023,0.035939699537858895,0.03752076011325576,0.03444880691472694
All Population,Life table,Thailand,Female,45-49 years,Probability of death,2023,0.013598424587390485,0.014535842400912897,0.012640524931822711
All Population,Life table,Thailand,Male,50-54 years,Probability of death,2023,0.04438237373301931,0.0463499114651121,0.04253967082138771
All Population,Life table,Thailand,Female,50-54 years,Probability of death,2023,0.018774508061488022,0.019818995680722512,0.01774605398327759
All Population,Life table,Thailand,Male,55-59 years,Probability of death,2023,0.054592409547370824,0.05670187134992095,0.052563689079846244
All Population,Life table,Thailand,Female,55-59 years,Probability of death,2023,0.025819747520725432,0.027227465308208104,0.02449061426123812
All Population,Life table,Thailand,Male,60-64 years,Probability of death,2023,0.06891208804377523,0.07130596147232271,0.06648734911003731
All Population,Life table,Thailand,Female,60-64 years,Probability of death,2023,0.03515021281162204,0.03688463609796101,0.03357618069512132
All Population,Life table,Thailand,Male,65-69 years,Probability of death,2023,0.094080260302232,0.09748082848555292,0.09082024566050942
All Population,Life table,Thailand,Female,65-69 years,Probability of death,2023,0.05491227055407171,0.05708187743100999,0.05257534419697399
All Population,Life table,El Salvador,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,El Salvador,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Venezuela (Bolivarian Republic of),Male,10-14 years,Probability of death,2023,0.0027427377944131076,0.003269239515594843,0.0022960051095158307
All Population,Life table,Venezuela (Bolivarian Republic of),Female,10-14 years,Probability of death,2023,0.002112537981091631,0.0024631978532826363,0.0017947253143989039
All Population,Life table,Venezuela (Bolivarian Republic of),Male,15-19 years,Probability of death,2023,0.013474843189859951,0.015745488617246086,0.011374657243742602
All Population,Life table,Venezuela (Bolivarian Republic of),Female,15-19 years,Probability of death,2023,0.0039869303269181155,0.004612576036802337,0.0034432544499461595
All Population,Life table,Venezuela (Bolivarian Republic of),Male,20-24 years,Probability of death,2023,0.02149148731223245,0.02495435248459355,0.018310058671459156
All Population,Life table,Venezuela (Bolivarian Republic of),Female,20-24 years,Probability of death,2023,0.004669962462909745,0.005416031034838929,0.003992962481395498
All Population,Life table,Venezuela (Bolivarian Republic of),Male,25-29 years,Probability of death,2023,0.019003586985165324,0.022111310577729693,0.01626338097732225
All Population,Life table,Venezuela (Bolivarian Republic of),Female,25-29 years,Probability of death,2023,0.005100506971247459,0.005859505183097171,0.004398390952712681
All Population,Life table,Venezuela (Bolivarian Republic of),Male,30-34 years,Probability of death,2023,0.01748763715900222,0.020635815488126166,0.014935314478242015
All Population,Life table,Venezuela (Bolivarian Republic of),Female,30-34 years,Probability of death,2023,0.006268334256261754,0.007250985413845967,0.005434046409135221
All Population,Life table,Venezuela (Bolivarian Republic of),Male,35-39 years,Probability of death,2023,0.016606277990409368,0.01950638899459667,0.014203735144721655
All Population,Life table,Venezuela (Bolivarian Republic of),Female,35-39 years,Probability of death,2023,0.008244748274367643,0.009596136679623352,0.007064633817523011
All Population,Life table,Venezuela (Bolivarian Republic of),Male,40-44 years,Probability of death,2023,0.018917718909992217,0.02212709880057344,0.016422513434258042
All Population,Life table,Venezuela (Bolivarian Republic of),Female,40-44 years,Probability of death,2023,0.011099300589739161,0.012851713462453512,0.009411106197584217
All Population,Life table,Venezuela (Bolivarian Republic of),Male,45-49 years,Probability of death,2023,0.02504988525183581,0.029304285726563364,0.021416607728611703
All Population,Life table,Venezuela (Bolivarian Republic of),Female,45-49 years,Probability of death,2023,0.01627184170420876,0.01890553060343068,0.014023269704774261
All Population,Life table,Venezuela (Bolivarian Republic of),Male,50-54 years,Probability of death,2023,0.037955044008694296,0.04402274035560224,0.03231665266287481
All Population,Life table,Venezuela (Bolivarian Republic of),Female,50-54 years,Probability of death,2023,0.02404306614891622,0.02763926280620816,0.020528838063827264
All Population,Life table,Venezuela (Bolivarian Republic of),Male,55-59 years,Probability of death,2023,0.05757993881538724,0.06678395686263036,0.04960403388814273
All Population,Life table,Venezuela (Bolivarian Republic of),Female,55-59 years,Probability of death,2023,0.03695485364097989,0.04294246215558461,0.031923305100579016
All Population,Life table,Venezuela (Bolivarian Republic of),Male,60-64 years,Probability of death,2023,0.08746747533024428,0.10177468807750978,0.07464053303097534
All Population,Life table,Venezuela (Bolivarian Republic of),Female,60-64 years,Probability of death,2023,0.05639050136195082,0.0651227317832551,0.04890608206226466
All Population,Life table,Venezuela (Bolivarian Republic of),Male,65-69 years,Probability of death,2023,0.12829466782723276,0.14709322345581177,0.11145795889390803
All Population,Life table,Venezuela (Bolivarian Republic of),Female,65-69 years,Probability of death,2023,0.0834843805036247,0.09590609718485692,0.07216260762895181
All Population,Life table,Venezuela (Bolivarian Republic of),Male,70-74 years,Probability of death,2023,0.19552408113543457,0.22353001002081768,0.1700141181900774
All Population,Life table,Venezuela (Bolivarian Republic of),Female,70-74 years,Probability of death,2023,0.13073815450914966,0.15083730461471723,0.11171008682227478
All Population,Life table,Venezuela (Bolivarian Republic of),Male,75-79 years,Probability of death,2023,0.2760850032564891,0.31086613702485627,0.24206037224704166
All Population,Life table,Venezuela (Bolivarian Republic of),Female,75-79 years,Probability of death,2023,0.20004581642440047,0.22729936130897474,0.1754345953644829
All Population,Life table,Venezuela (Bolivarian Republic of),Male,80-84 years,Probability of death,2023,0.4008081434224563,0.44987889287653154,0.353533593444408
All Population,Life table,Venezuela (Bolivarian Republic of),Female,80-84 years,Probability of death,2023,0.2984029720282404,0.3367726778634416,0.2614053574245227
All Population,Life table,Venezuela (Bolivarian Republic of),Male,85-89 years,Probability of death,2023,0.6735343587945746,0.728981280589811,0.6185755235860118
All Population,Life table,Venezuela (Bolivarian Republic of),Female,85-89 years,Probability of death,2023,0.5108907030962869,0.5621233542448318,0.45932888075372774
All Population,Life table,Venezuela (Bolivarian Republic of),Male,90-94 years,Probability of death,2023,0.8927245112655734,0.9250613415790612,0.8523779569982909
All Population,Life table,Venezuela (Bolivarian Republic of),Female,90-94 years,Probability of death,2023,0.7380916113536923,0.7904151476505746,0.6831469495123706
All Population,Life table,Venezuela (Bolivarian Republic of),Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Venezuela (Bolivarian Republic of),Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Malawi,Male,55-59 years,Probability of death,2023,0.11331191134951474,0.13910278915224578,0.09016818277677027
All Population,Life table,Malawi,Female,55-59 years,Probability of death,2023,0.07370046592000452,0.09206005756561052,0.057191199281581104
All Population,Life table,Malawi,Male,60-64 years,Probability of death,2023,0.16396110059999044,0.20273833072170422,0.12870606756484906
All Population,Life table,Malawi,Female,60-64 years,Probability of death,2023,0.10482718557490371,0.12998766325874989,0.0827850695771778
All Population,Life table,Malawi,Male,65-69 years,Probability of death,2023,0.22884883448520396,0.27976972504889486,0.18267185651473752
All Population,Life table,Malawi,Female,65-69 years,Probability of death,2023,0.11418813236593102,0.1411501956885592,0.08958971736012866
All Population,Life table,Malawi,Male,70-74 years,Probability of death,2023,0.2707032099804771,0.32799137809921386,0.22217979193476808
All Population,Life table,Malawi,Female,70-74 years,Probability of death,2023,0.18747609246073185,0.23197446669305954,0.1492561929302043
All Population,Life table,Malawi,Male,75-79 years,Probability of death,2023,0.3551040195524089,0.4267979228991689,0.28691963924839886
All Population,Life table,Malawi,Female,75-79 years,Probability of death,2023,0.25859755006209023,0.31573054422760155,0.20426094126363298
All Population,Life table,Malawi,Male,80-84 years,Probability of death,2023,0.4533219102728018,0.5428445159125342,0.37803901777589516
All Population,Life table,Malawi,Female,80-84 years,Probability of death,2023,0.3523904675109626,0.42273675641456987,0.28640648520515144
All Population,Life table,Malawi,Male,85-89 years,Probability of death,2023,0.5630254219051286,0.647325985841328,0.4822708993175569
All Population,Life table,Malawi,Female,85-89 years,Probability of death,2023,0.466546180689315,0.5517837855027767,0.3861590052499383
All Population,Life table,Malawi,Male,90-94 years,Probability of death,2023,0.6737951851010942,0.7616691715662213,0.5883391159191294
All Population,Life table,Malawi,Female,90-94 years,Probability of death,2023,0.5885579803111121,0.6766753152369206,0.5014355436435612
All Population,Life table,Malawi,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Malawi,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Mauritius,Male,10-14 years,Probability of death,2023,0.0012483868616660879,0.0014508684901219425,0.0010740285600887107
All Population,Life table,Mauritius,Female,10-14 years,Probability of death,2023,0.0008101872948316069,0.0009294844185522427,0.0006981445088532823
All Population,Life table,Mauritius,Male,15-19 years,Probability of death,2023,0.003445451861004679,0.00396814164913809,0.002944093423983363
All Population,Life table,Mauritius,Female,15-19 years,Probability of death,2023,0.0017576576160341986,0.0020322364739960574,0.0014914043021228979
All Population,Life table,Mauritius,Male,20-24 years,Probability of death,2023,0.006370403272920589,0.007321330960848915,0.005460381813719165
All Population,Life table,Mauritius,Female,20-24 years,Probability of death,2023,0.0021478072855003827,0.002467521586989971,0.0018692541806967916
All Population,Life table,Mauritius,Male,25-29 years,Probability of death,2023,0.009354527419155777,0.010792392312474629,0.008035977379126693
All Population,Life table,Mauritius,Female,25-29 years,Probability of death,2023,0.0027915408810801116,0.0032224007688023363,0.0024250114403825463
All Population,Life table,Mauritius,Male,30-34 years,Probability of death,2023,0.010165803835545684,0.011769670005420578,0.008874972658346126
All Population,Life table,Mauritius,Female,30-34 years,Probability of death,2023,0.005073111655808702,0.005906719205973496,0.004393488935081546
All Population,Life table,Mauritius,Male,35-39 years,Probability of death,2023,0.015655431005150204,0.017791769985671328,0.013659862612296365
All Population,Life table,Mauritius,Female,35-39 years,Probability of death,2023,0.0069247367461678245,0.007943494831889558,0.0059818698613461644
All Population,Life table,Mauritius,Male,40-44 years,Probability of death,2023,0.02605563711631546,0.029794292806375317,0.022859806313797693
All Population,Life table,Mauritius,Female,40-44 years,Probability of death,2023,0.011696608770295137,0.013281482223968424,0.01021286504700488
All Population,Life table,Mauritius,Male,45-49 years,Probability of death,2023,0.03291931119994021,0.0373697579382965,0.028963951545012797
All Population,Life table,Mauritius,Female,45-49 years,Probability of death,2023,0.01640696618817761,0.01865719336307639,0.01429019220441801
All Population,Life table,Mauritius,Male,50-54 years,Probability of death,2023,0.04668595110035655,0.05268019122478481,0.041504372057913796
All Population,Life table,Mauritius,Female,50-54 years,Probability of death,2023,0.0250283884224917,0.02857968363021081,0.02175380828615021
All Population,Life table,Mauritius,Male,55-59 years,Probability of death,2023,0.07431267054770457,0.08252292070057791,0.06643040061296447
All Population,Life table,Mauritius,Female,55-59 years,Probability of death,2023,0.039107342969747855,0.04397745731910909,0.034478483544337024
All Population,Life table,Mauritius,Male,60-64 years,Probability of death,2023,0.10888031400233791,0.12072062489296469,0.09809863492594484
All Population,Life table,Mauritius,Female,60-64 years,Probability of death,2023,0.05112780133499651,0.057495095574206845,0.04550709240083932
All Population,Life table,Mauritius,Male,65-69 years,Probability of death,2023,0.140836679146202,0.1542226227591312,0.12751051112640266
All Population,Life table,Mauritius,Female,65-69 years,Probability of death,2023,0.07576391428935911,0.0844130909701831,0.06801740371625664
All Population,Life table,Mauritius,Male,70-74 years,Probability of death,2023,0.21071812315135405,0.22953992678232812,0.1917953370133769
All Population,Life table,Mauritius,Female,70-74 years,Probability of death,2023,0.12397885823134479,0.13643990856306804,0.11200112245730777
All Population,Life table,Mauritius,Male,75-79 years,Probability of death,2023,0.30645118179312525,0.3339915905505947,0.2786679635851452
All Population,Life table,Mauritius,Female,75-79 years,Probability of death,2023,0.21045906605075893,0.23148268787772516,0.19089058256502964
All Population,Life table,Mauritius,Male,80-84 years,Probability of death,2023,0.41780309350955613,0.4536769661914999,0.38108994873884044
All Population,Life table,Mauritius,Female,80-84 years,Probability of death,2023,0.3301358683557845,0.360214043956054,0.30276309647454497
All Population,Life table,Mauritius,Male,85-89 years,Probability of death,2023,0.5403248063953263,0.5844219885207047,0.49680142900516955
All Population,Life table,Mauritius,Female,85-89 years,Probability of death,2023,0.47613070570219707,0.5130885445443579,0.4384548403111584
All Population,Life table,Mauritius,Male,90-94 years,Probability of death,2023,0.6562165935030235,0.7034564095832421,0.6069261057302121
All Population,Life table,Mauritius,Female,90-94 years,Probability of death,2023,0.5816383078127696,0.6266877361463976,0.5352882409536895
All Population,Life table,Portugal,Male,90-94 years,Probability of death,2023,0.697419411451899,0.7114965188660052,0.6826064780758935
All Population,Life table,Portugal,Female,90-94 years,Probability of death,2023,0.6202328645431714,0.6330668595662282,0.6074748323198802
All Population,Life table,Portugal,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Portugal,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Argentina,Male,10-14 years,Probability of death,2023,0.0010476335515611738,0.0011758805485155206,0.000938878803002774
All Population,Life table,Argentina,Female,10-14 years,Probability of death,2023,0.0007971203107808568,0.0008891680620757541,0.0007115957667432726
All Population,Life table,Argentina,Male,15-19 years,Probability of death,2023,0.003915218886478759,0.00434348041005273,0.003509525130414401
All Population,Life table,Argentina,Female,15-19 years,Probability of death,2023,0.0017176413520428666,0.0019197330074358088,0.0015391031716055798
All Population,Life table,Argentina,Male,20-24 years,Probability of death,2023,0.006467919115101023,0.00718628611877526,0.00579920875922802
All Population,Life table,Argentina,Female,20-24 years,Probability of death,2023,0.002216337312922117,0.0024824958862320443,0.0019959116679340943
All Population,Life table,Argentina,Male,25-29 years,Probability of death,2023,0.006486344863582648,0.007134651500164659,0.005874630164546682
All Population,Life table,Argentina,Female,25-29 years,Probability of death,2023,0.002695276220838498,0.0029890140782732307,0.002409258248845983
All Population,Life table,Argentina,Male,30-34 years,Probability of death,2023,0.0066877482339751685,0.007385488870022475,0.006034222766317493
All Population,Life table,Argentina,Female,30-34 years,Probability of death,2023,0.0034502094954338078,0.0038433245828106504,0.0031033957468872887
All Population,Life table,Argentina,Male,35-39 years,Probability of death,2023,0.008177062808879627,0.00906683066077808,0.007379744662386489
All Population,Life table,Argentina,Female,35-39 years,Probability of death,2023,0.0050571607776911925,0.005614971124498522,0.004545832640539357
All Population,Life table,Argentina,Male,40-44 years,Probability of death,2023,0.011289427244796639,0.01251698220778775,0.010143244031690115
All Population,Life table,Argentina,Female,40-44 years,Probability of death,2023,0.0073515903005819585,0.008133281234927639,0.006562169939139217
All Population,Life table,Argentina,Male,45-49 years,Probability of death,2023,0.017382920227983982,0.01925249879730346,0.015571830849968884
All Population,Life table,Argentina,Female,45-49 years,Probability of death,2023,0.011142233866927856,0.012429019333019157,0.010027758339041376
All Population,Life table,Argentina,Male,50-54 years,Probability of death,2023,0.028758865662639733,0.03177949305316395,0.025902393701003633
All Population,Life table,Argentina,Female,50-54 years,Probability of death,2023,0.0169016675846808,0.018992334037831595,0.01524263127418414
All Population,Life table,Argentina,Male,55-59 years,Probability of death,2023,0.046566166655375295,0.05132036118332479,0.04194194377890707
All Population,Life table,Argentina,Female,55-59 years,Probability of death,2023,0.026493523785167086,0.029485617106729516,0.023860736574730965
All Population,Life table,Argentina,Male,60-64 years,Probability of death,2023,0.07614416446480972,0.0839341397004091,0.06907143738529974
All Population,Life table,Argentina,Female,60-64 years,Probability of death,2023,0.04231697474869526,0.04695937889216838,0.03827979209815132
All Population,Life table,Argentina,Male,65-69 years,Probability of death,2023,0.11905849119919563,0.1307129979202974,0.10788929877679854
All Population,Life table,Argentina,Female,65-69 years,Probability of death,2023,0.06477489335738604,0.07216534980288822,0.05854082221283842
All Population,Life table,Argentina,Male,70-74 years,Probability of death,2023,0.1701340439420902,0.18700034503896124,0.15524416460023063
All Population,Life table,Argentina,Female,70-74 years,Probability of death,2023,0.09907697276816121,0.10939645155132667,0.08859723744130339
All Population,Life table,Argentina,Male,75-79 years,Probability of death,2023,0.24789699279942512,0.2698495666255035,0.22755596556524216
All Population,Life table,Argentina,Female,75-79 years,Probability of death,2023,0.15533221289279928,0.1713925386054858,0.14135866142634085
All Population,Life table,Argentina,Male,80-84 years,Probability of death,2023,0.3629477340198803,0.39349129955680967,0.33417994170685206
All Population,Life table,Argentina,Female,80-84 years,Probability of death,2023,0.2645441601506603,0.2889836631616677,0.2426404825179791
All Population,Life table,Argentina,Male,85-89 years,Probability of death,2023,0.5237049178004399,0.5599899074406315,0.4890649829697248
All Population,Life table,Argentina,Female,85-89 years,Probability of death,2023,0.42793084440050394,0.46201467797618434,0.3945897686768941
All Population,Life table,Argentina,Male,90-94 years,Probability of death,2023,0.690748232044455,0.7303883212923461,0.6499554221720032
All Population,Life table,Argentina,Female,90-94 years,Probability of death,2023,0.6329980793466033,0.6735781043820688,0.59751246057065
All Population,Life table,Argentina,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Argentina,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Thailand,Male,70-74 years,Probability of death,2023,0.13671020723879906,0.14099603915477818,0.13243750423110512
All Population,Life table,Thailand,Female,70-74 years,Probability of death,2023,0.08999783683369655,0.09332690093161586,0.08678910984918184
All Population,Life table,Thailand,Male,75-79 years,Probability of death,2023,0.18689130829988074,0.1930412091242376,0.18078345681251318
All Population,Life table,Thailand,Female,75-79 years,Probability of death,2023,0.13577195948436896,0.14053313922352728,0.13096664100051536
All Population,Life table,Thailand,Male,80-84 years,Probability of death,2023,0.2821479885867182,0.2906093655077504,0.273809734158099
All Population,Life table,Thailand,Female,80-84 years,Probability of death,2023,0.23728119840898368,0.24460788236875386,0.23005969219738084
All Population,Life table,Thailand,Male,85-89 years,Probability of death,2023,0.3736463125040568,0.386533551744942,0.3616052658210974
All Population,Life table,Thailand,Female,85-89 years,Probability of death,2023,0.3465913716323892,0.3558765465767648,0.336697679611205
All Population,Life table,Thailand,Male,90-94 years,Probability of death,2023,0.43646232250819916,0.4553982982221364,0.4196883483188603
All Population,Life table,Thailand,Female,90-94 years,Probability of death,2023,0.46197722407175795,0.4766146319119804,0.4473909196418009
All Population,Life table,Thailand,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Thailand,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Timor-Leste,Male,10-14 years,Probability of death,2023,0.003091530074794038,0.004136418225879087,0.00223241871486598
All Population,Life table,Timor-Leste,Female,10-14 years,Probability of death,2023,0.004019379184992783,0.005430594353240506,0.0030252489183250357
All Population,Life table,Timor-Leste,Male,15-19 years,Probability of death,2023,0.004783951723724827,0.00633111508826027,0.0035433397897867034
All Population,Life table,Timor-Leste,Female,15-19 years,Probability of death,2023,0.006362795616720241,0.008547698612996044,0.004657574911111514
All Population,Life table,Timor-Leste,Male,20-24 years,Probability of death,2023,0.006998732462796514,0.009317356125849255,0.0051115380512715275
All Population,Life table,Timor-Leste,Female,20-24 years,Probability of death,2023,0.008933384455720148,0.0118008056125423,0.006632210162054644
All Population,Life table,Timor-Leste,Male,25-29 years,Probability of death,2023,0.009762657835374718,0.012872851403072066,0.007384563811048017
All Population,Life table,Timor-Leste,Female,25-29 years,Probability of death,2023,0.01451279785586152,0.019202904757294297,0.010860489393928389
All Population,Life table,Timor-Leste,Male,30-34 years,Probability of death,2023,0.01336266443203199,0.017492531722634094,0.009987313837925688
All Population,Life table,Timor-Leste,Female,30-34 years,Probability of death,2023,0.02209925283492106,0.028469234939337364,0.016815615260302317
All Population,Life table,Timor-Leste,Male,35-39 years,Probability of death,2023,0.014816529731934333,0.019612124222104652,0.011195505198333566
All Population,Life table,Timor-Leste,Female,35-39 years,Probability of death,2023,0.016685465048227585,0.02163788311569746,0.012608892336995215
All Population,Life table,Timor-Leste,Male,40-44 years,Probability of death,2023,0.020379967496252736,0.026804960046562947,0.015780890503037548
All Population,Life table,Timor-Leste,Female,40-44 years,Probability of death,2023,0.02213319461962664,0.0287341748897936,0.016514062070983312
All Population,Life table,Timor-Leste,Male,45-49 years,Probability of death,2023,0.023102150771741086,0.030772304128456045,0.017467378707088532
All Population,Life table,Timor-Leste,Female,45-49 years,Probability of death,2023,0.02065949755691529,0.02717994391888428,0.015826178463617925
All Population,Life table,Timor-Leste,Male,50-54 years,Probability of death,2023,0.03594873880646165,0.04740246243022658,0.027079891950201225
All Population,Life table,Timor-Leste,Female,50-54 years,Probability of death,2023,0.03063610463488041,0.04023564485876244,0.023116429894247347
All Population,Life table,Marshall Islands,Male,45-49 years,Probability of death,2023,0.05354589059071109,0.06237535136464058,0.04651520028492279
All Population,Life table,Marshall Islands,Female,45-49 years,Probability of death,2023,0.0443513752748464,0.05136071349107046,0.03827902781693468
All Population,Life table,Marshall Islands,Male,50-54 years,Probability of death,2023,0.08166705329654207,0.09488305494566643,0.06936470134254945
All Population,Life table,Marshall Islands,Female,50-54 years,Probability of death,2023,0.09120468348870589,0.10428436839417728,0.07833554799486166
All Population,Life table,Marshall Islands,Male,55-59 years,Probability of death,2023,0.1445448246951849,0.16682270518675196,0.12630191152019826
All Population,Life table,Marshall Islands,Female,55-59 years,Probability of death,2023,0.13875078369714594,0.1597680864310987,0.11979383396569059
All Population,Life table,Marshall Islands,Male,60-64 years,Probability of death,2023,0.20131199522251084,0.22832505296783231,0.17477873542585906
All Population,Life table,Marshall Islands,Female,60-64 years,Probability of death,2023,0.18027011803375567,0.20617920120102085,0.15681862245412545
All Population,Life table,Marshall Islands,Male,65-69 years,Probability of death,2023,0.2693804248435669,0.30866827851947554,0.23577643396421963
All Population,Life table,Marshall Islands,Female,65-69 years,Probability of death,2023,0.23984524841780142,0.2723147150547631,0.20848687700738536
All Population,Life table,Marshall Islands,Male,70-74 years,Probability of death,2023,0.33150318638842985,0.375328914443719,0.29064657483661327
All Population,Life table,Marshall Islands,Female,70-74 years,Probability of death,2023,0.31769058870890915,0.36049483181055764,0.28027066541136664
All Population,Life table,Marshall Islands,Male,75-79 years,Probability of death,2023,0.49342798043767727,0.5456619931879966,0.44282910549532223
All Population,Life table,Marshall Islands,Female,75-79 years,Probability of death,2023,0.41438926241314217,0.4636449078879039,0.36721595293643733
All Population,Life table,Marshall Islands,Male,80-84 years,Probability of death,2023,0.6622963896003288,0.7157558914357387,0.6093790183648272
All Population,Life table,Marshall Islands,Female,80-84 years,Probability of death,2023,0.5781008187005058,0.6285455982282344,0.5287171803118031
All Population,Life table,Marshall Islands,Male,85-89 years,Probability of death,2023,0.7860721118034246,0.8317649324351596,0.7376826258455972
All Population,Life table,Marshall Islands,Female,85-89 years,Probability of death,2023,0.750966682979769,0.8008181903419745,0.6983840762526499
All Population,Life table,Marshall Islands,Male,90-94 years,Probability of death,2023,0.8450395529460066,0.8862576092365466,0.794423359826947
All Population,Life table,Marshall Islands,Female,90-94 years,Probability of death,2023,0.8434959755111391,0.885533749558123,0.7953378811004076
All Population,Life table,Hungary,Male,40-44 years,Probability of death,2023,0.011640076585269186,0.012743477147113156,0.010618539407686329
All Population,Life table,Hungary,Female,40-44 years,Probability of death,2023,0.00569483343633596,0.006288370180163202,0.00514101007835848
All Population,Life table,Hungary,Male,45-49 years,Probability of death,2023,0.019766917375655512,0.021265003665434545,0.01827248379032248
All Population,Life table,Hungary,Female,45-49 years,Probability of death,2023,0.009612046827766467,0.010552071982137345,0.008767285520027607
All Population,Life table,Hungary,Male,50-54 years,Probability of death,2023,0.0386062774571085,0.04128040457077684,0.03606592478748761
All Population,Life table,Hungary,Female,50-54 years,Probability of death,2023,0.01726438480625232,0.01874430620299291,0.015860125243357847
All Population,Life table,Hungary,Male,55-59 years,Probability of death,2023,0.06783340439631567,0.07159263852970382,0.06401638725640896
All Population,Life table,Hungary,Female,55-59 years,Probability of death,2023,0.029480331800513737,0.03169345275922324,0.027351588496237127
All Population,Life table,Hungary,Male,60-64 years,Probability of death,2023,0.11226170852648469,0.11747759205879424,0.10672731097337908
All Population,Life table,Hungary,Female,60-64 years,Probability of death,2023,0.05080459603910789,0.053971409908701785,0.047677442965447264
All Population,Life table,Hungary,Male,65-69 years,Probability of death,2023,0.15757369034903618,0.16338420078821933,0.1520586914378124
All Population,Life table,Hungary,Female,65-69 years,Probability of death,2023,0.076772911929399,0.08043891718623496,0.07328958406161533
All Population,Life table,Hungary,Male,70-74 years,Probability of death,2023,0.2031387167523574,0.21051532225156167,0.19576449855011233
All Population,Life table,Hungary,Female,70-74 years,Probability of death,2023,0.10918322547012836,0.11372871846864313,0.10442589442875683
All Population,Life table,Hungary,Male,75-79 years,Probability of death,2023,0.2727762143538073,0.28259044046183457,0.2625082072063087
All Population,Life table,Hungary,Female,75-79 years,Probability of death,2023,0.1790743423824961,0.1858014383167179,0.17245686229586024
All Population,Life table,Hungary,Male,80-84 years,Probability of death,2023,0.3960550538321699,0.4098848162379484,0.3829682535991603
All Population,Life table,Hungary,Female,80-84 years,Probability of death,2023,0.29420919984406924,0.3042331997032992,0.28558413366151353
All Population,Life table,Hungary,Male,85-89 years,Probability of death,2023,0.5626670680689787,0.5817476828551593,0.5458105277167158
All Population,Life table,Hungary,Female,85-89 years,Probability of death,2023,0.47921486448858125,0.49245329962874695,0.4674533276261097
All Population,Life table,Hungary,Male,90-94 years,Probability of death,2023,0.6801314670432717,0.7038313722244752,0.655793412686411
All Population,Life table,Hungary,Female,90-94 years,Probability of death,2023,0.6629962763541757,0.679937779611594,0.645981003488324
All Population,Life table,Hungary,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Hungary,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Slovakia,Male,10-14 years,Probability of death,2023,0.000660961786215004,0.0007412345419700151,0.0005868047349795597
All Population,Life table,Slovakia,Female,10-14 years,Probability of death,2023,0.0005317005030480971,0.000608907821389712,0.000464031977804974
All Population,Life table,Slovakia,Male,15-19 years,Probability of death,2023,0.0020590627642300854,0.0023062672585293267,0.0018270872543422302
All Population,Life table,Slovakia,Female,15-19 years,Probability of death,2023,0.0009534383674978355,0.0010795809474997947,0.0008397760207779825
All Population,Life table,Slovakia,Male,20-24 years,Probability of death,2023,0.003152646112933209,0.0035462974257875145,0.0027921792583689513
All Population,Life table,Slovakia,Female,20-24 years,Probability of death,2023,0.0010380926276364528,0.001180790452073263,0.0009050562394001093
All Population,Life table,Slovakia,Male,25-29 years,Probability of death,2023,0.004473414518539172,0.004993514643906222,0.003957095537619959
All Population,Life table,Slovakia,Female,25-29 years,Probability of death,2023,0.0013984173442174992,0.0015816185283706124,0.0012273754613092212
All Population,Life table,Slovakia,Male,30-34 years,Probability of death,2023,0.006148682299073244,0.006766819421872947,0.005554722861131376
All Population,Life table,Slovakia,Female,30-34 years,Probability of death,2023,0.0021526554232681565,0.002432051358982057,0.0019179922754095136
All Population,Life table,Slovakia,Male,35-39 years,Probability of death,2023,0.008430819102810386,0.009337629760230313,0.007635807484082394
All Population,Life table,Slovakia,Female,35-39 years,Probability of death,2023,0.0038398523995792503,0.004337111877188405,0.003380985718039825
All Population,Life table,Slovakia,Male,40-44 years,Probability of death,2023,0.013381572978748719,0.014602412933380592,0.01229609650437812
All Population,Life table,Slovakia,Female,40-44 years,Probability of death,2023,0.005425254155313021,0.006077183177217032,0.004816171275678705
All Population,Life table,Slovakia,Male,45-49 years,Probability of death,2023,0.02022627472494434,0.02195249322222366,0.018636210703557796
All Population,Life table,Slovakia,Female,45-49 years,Probability of death,2023,0.008867483018744068,0.009814597228442764,0.007965278321953581
All Population,Life table,Slovakia,Male,50-54 years,Probability of death,2023,0.032284529855827734,0.034758553306504354,0.029662736973670056
All Population,Life table,Slovakia,Female,50-54 years,Probability of death,2023,0.01410656370145365,0.01564240914387298,0.012705428367718319
All Population,Life table,Slovakia,Male,55-59 years,Probability of death,2023,0.051052975414887077,0.054900882268769456,0.04757184554272477
