population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life table,Puerto Rico,Female,70-74 years,Probability of death,2023,0.06205812900915687,0.06679832335894649,0.05765336458897898
All Population,Life table,Puerto Rico,Male,75-79 years,Probability of death,2023,0.15585352943183123,0.16585629226506782,0.14677039461311256
All Population,Life table,Puerto Rico,Female,75-79 years,Probability of death,2023,0.10438527319147574,0.11149273406361192,0.09719619584542441
All Population,Life table,Puerto Rico,Male,80-84 years,Probability of death,2023,0.23661537258849605,0.24996450980393764,0.22351307003227955
All Population,Life table,Puerto Rico,Female,80-84 years,Probability of death,2023,0.1885447315637869,0.20052789705131305,0.17729756690793205
All Population,Life table,Puerto Rico,Male,85-89 years,Probability of death,2023,0.35820006783424185,0.37806944257936087,0.33974761422428035
All Population,Life table,Puerto Rico,Female,85-89 years,Probability of death,2023,0.2998355169186444,0.3168812733864791,0.28480884299462467
All Population,Life table,Puerto Rico,Male,90-94 years,Probability of death,2023,0.5667342408025441,0.5981003307301407,0.5382293479899807
All Population,Life table,Puerto Rico,Female,90-94 years,Probability of death,2023,0.49564856513111377,0.5226404542616749,0.47214246187986625
All Population,Life table,Puerto Rico,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Puerto Rico,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Saint Kitts and Nevis,Male,10-14 years,Probability of death,2023,0.001382480945139168,0.001600629422849814,0.0011888438503544346
All Population,Life table,Saint Kitts and Nevis,Female,10-14 years,Probability of death,2023,0.0008269146201553231,0.0009555966909127662,0.0007172893857131963
All Population,Life table,Saint Kitts and Nevis,Male,15-19 years,Probability of death,2023,0.006032709901893197,0.006992473320766759,0.005232321320769679
All Population,Life table,Saint Kitts and Nevis,Female,15-19 years,Probability of death,2023,0.002042323471581382,0.002361552445401396,0.0017574969023423398
All Population,Life table,Saint Kitts and Nevis,Male,20-24 years,Probability of death,2023,0.010393512900563798,0.01186988495706092,0.00900638846021418
All Population,Life table,Saint Kitts and Nevis,Female,20-24 years,Probability of death,2023,0.0027092525122701374,0.003120508115632497,0.002349155437382347
All Population,Life table,Saint Kitts and Nevis,Male,25-29 years,Probability of death,2023,0.01173137804969189,0.013500616800399351,0.01014886229536777
All Population,Life table,Saint Kitts and Nevis,Female,25-29 years,Probability of death,2023,0.00397849523004638,0.004610122130602576,0.003422882986754805
All Population,Life table,Saint Kitts and Nevis,Male,30-34 years,Probability of death,2023,0.012538868671845248,0.014605577991735263,0.01081932585021357
All Population,Life table,Saint Kitts and Nevis,Female,30-34 years,Probability of death,2023,0.005775636934347117,0.006616021619380477,0.005033542817497527
All Population,Life table,Saint Kitts and Nevis,Male,35-39 years,Probability of death,2023,0.014870501988179437,0.017141096002548224,0.012768976719359443
All Population,Life table,Saint Kitts and Nevis,Female,35-39 years,Probability of death,2023,0.008301858200223524,0.009545566075252058,0.007119383608636157
All Population,Life table,Saint Kitts and Nevis,Male,40-44 years,Probability of death,2023,0.018104825204156023,0.020767685112722076,0.015678982320308347
All Population,Life table,Saint Kitts and Nevis,Female,40-44 years,Probability of death,2023,0.013110404844868338,0.01493572687134322,0.011479020753545812
All Population,Life table,Saint Kitts and Nevis,Male,45-49 years,Probability of death,2023,0.02578332170608629,0.029720277010075194,0.02244299528111154
All Population,Life table,Saint Kitts and Nevis,Female,45-49 years,Probability of death,2023,0.018485239831967523,0.021244992337281027,0.016092936289353897
All Population,Life table,Saint Kitts and Nevis,Male,50-54 years,Probability of death,2023,0.041463675180866646,0.04736983352029174,0.03583208142888561
All Population,Life table,Saint Kitts and Nevis,Female,50-54 years,Probability of death,2023,0.02778819137431137,0.031623011653815106,0.0244155142065473
All Population,Life table,Saint Kitts and Nevis,Male,55-59 years,Probability of death,2023,0.05195805643143405,0.059225728511013265,0.04531828408162801
All Population,Life table,Saint Kitts and Nevis,Female,55-59 years,Probability of death,2023,0.031014541524024424,0.03512332514362346,0.027088571100144503
All Population,Life table,Saint Kitts and Nevis,Male,60-64 years,Probability of death,2023,0.07850104019778174,0.08979786597064837,0.06890069209560148
All Population,Life table,Saint Kitts and Nevis,Female,60-64 years,Probability of death,2023,0.04705722632802918,0.05364469463202965,0.04140813120121558
All Population,Life table,Saint Kitts and Nevis,Male,65-69 years,Probability of death,2023,0.12505408900540432,0.14297820465524902,0.10976287462930812
All Population,Life table,Saint Kitts and Nevis,Female,65-69 years,Probability of death,2023,0.08818913300176401,0.10094965351257969,0.0756793441715093
All Population,Life table,Saint Kitts and Nevis,Male,70-74 years,Probability of death,2023,0.17874882153124783,0.20086158785509334,0.1584655837888998
All Population,Life table,Saint Kitts and Nevis,Female,70-74 years,Probability of death,2023,0.13595967016165192,0.1532878061503239,0.11877250856795778
All Population,Life table,Saint Kitts and Nevis,Male,75-79 years,Probability of death,2023,0.24986924412865882,0.2825813169476886,0.22081376490958832
All Population,Life table,Saint Kitts and Nevis,Female,75-79 years,Probability of death,2023,0.19081223496618213,0.21674093872862113,0.16719594021577644
All Population,Life table,Saint Kitts and Nevis,Male,80-84 years,Probability of death,2023,0.3461686340417158,0.38539041337415403,0.3091585834794338
All Population,Life table,Saint Kitts and Nevis,Female,80-84 years,Probability of death,2023,0.2564256133134615,0.2877083318094705,0.2292513900404647
All Population,Life table,Saint Kitts and Nevis,Male,85-89 years,Probability of death,2023,0.5904560880118142,0.6388812749082371,0.5400498758533414
All Population,Life table,Saint Kitts and Nevis,Female,85-89 years,Probability of death,2023,0.4396379253067297,0.4857697413509053,0.3979998703232478
All Population,Life table,Qatar,Male,40-44 years,Probability of death,2023,0.0034953486370766667,0.004684081253039634,0.002598907770691372
All Population,Life table,Qatar,Female,40-44 years,Probability of death,2023,0.0022168573650112496,0.0030095375473061735,0.0015835749667622604
All Population,Life table,Qatar,Male,45-49 years,Probability of death,2023,0.005452585052520019,0.007099302598862486,0.004108500465089962
All Population,Life table,Qatar,Female,45-49 years,Probability of death,2023,0.0038624985887037652,0.005169620542260258,0.0027782119402196496
All Population,Life table,Qatar,Male,50-54 years,Probability of death,2023,0.008739863436105066,0.011396109385778543,0.006620777809074379
All Population,Life table,Qatar,Female,50-54 years,Probability of death,2023,0.007029324362090897,0.009762813167834391,0.0049762020632808796
All Population,Life table,Qatar,Male,55-59 years,Probability of death,2023,0.016726120442649237,0.021455464829819276,0.012754921177948533
All Population,Life table,Qatar,Female,55-59 years,Probability of death,2023,0.014281394832237271,0.019159658809605455,0.010286400205697117
All Population,Life table,Qatar,Male,60-64 years,Probability of death,2023,0.02824582384941724,0.03660232826655337,0.021442874953606847
All Population,Life table,Qatar,Female,60-64 years,Probability of death,2023,0.02739160249712876,0.03737289257403693,0.019520173814810703
All Population,Life table,Qatar,Male,65-69 years,Probability of death,2023,0.05453347021233749,0.07034773176596927,0.040953459882244726
All Population,Life table,Qatar,Female,65-69 years,Probability of death,2023,0.049632713346812685,0.06765966474849443,0.03571171796553679
All Population,Life table,Qatar,Male,70-74 years,Probability of death,2023,0.0975345135629291,0.12866799732686124,0.07402179950180564
All Population,Life table,Qatar,Female,70-74 years,Probability of death,2023,0.0967379638139808,0.12795021744472862,0.07083616436613739
All Population,Life table,Qatar,Male,75-79 years,Probability of death,2023,0.19723529994474834,0.25144390666016175,0.15293553184048178
All Population,Life table,Qatar,Female,75-79 years,Probability of death,2023,0.18619375974116942,0.2421751949808034,0.14070782559711223
All Population,Life table,Qatar,Male,80-84 years,Probability of death,2023,0.3093977958251037,0.38793673979368026,0.24020295822056043
All Population,Life table,Qatar,Female,80-84 years,Probability of death,2023,0.29312841034367937,0.3760689914825754,0.22346504036486228
All Population,Life table,Qatar,Male,85-89 years,Probability of death,2023,0.5428920306544185,0.6450867070419647,0.45133621248395356
All Population,Life table,Qatar,Female,85-89 years,Probability of death,2023,0.44484161162895364,0.5485689132629106,0.35269271354602116
All Population,Life table,Qatar,Male,90-94 years,Probability of death,2023,0.8290817235956653,0.9061855057010756,0.7295349805352284
All Population,Life table,Qatar,Female,90-94 years,Probability of death,2023,0.6468525105036796,0.7660402119431855,0.5183266421678537
All Population,Life table,Qatar,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Qatar,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Saudi Arabia,Male,10-14 years,Probability of death,2023,0.0025377655204390265,0.003224426365099467,0.0019723967487707745
All Population,Life table,Saudi Arabia,Female,10-14 years,Probability of death,2023,0.0014259903484393182,0.0018248235574146066,0.0010601703712194962
All Population,Life table,Saudi Arabia,Male,15-19 years,Probability of death,2023,0.006457641087845896,0.007987055665126563,0.005047189063743737
All Population,Life table,Saudi Arabia,Female,15-19 years,Probability of death,2023,0.001993378382943598,0.002623538165536696,0.0015523377230394569
All Population,Life table,Saudi Arabia,Male,20-24 years,Probability of death,2023,0.007480979795210224,0.009254972336679053,0.005987172093482096
All Population,Life table,Saudi Arabia,Female,20-24 years,Probability of death,2023,0.0022466065368727814,0.0028975619764244455,0.0017351215786517798
All Population,Life table,Saudi Arabia,Male,25-29 years,Probability of death,2023,0.00588252216267854,0.007201621661621184,0.004717592698293358
All Population,Life table,Saudi Arabia,Female,25-29 years,Probability of death,2023,0.002770844357939253,0.0035395595864176673,0.002150291121348319
All Population,Life table,Saudi Arabia,Male,30-34 years,Probability of death,2023,0.0057986860824472235,0.007131689297027709,0.004668787276342981
All Population,Life table,Saudi Arabia,Female,30-34 years,Probability of death,2023,0.0036749586405647834,0.004758645857179534,0.0028671882116808518
All Population,Life table,Saudi Arabia,Male,35-39 years,Probability of death,2023,0.007571999755183942,0.009425583844330966,0.00616085691487216
All Population,Life table,Saudi Arabia,Female,35-39 years,Probability of death,2023,0.005048392570032863,0.006501690441755966,0.0038549994933808726
All Population,Life table,Saudi Arabia,Male,40-44 years,Probability of death,2023,0.01011015658734405,0.01232995451852546,0.008082517831190603
All Population,Life table,Saudi Arabia,Female,40-44 years,Probability of death,2023,0.007349323369899456,0.009423436019986388,0.005673669361781428
All Population,Life table,Saudi Arabia,Male,45-49 years,Probability of death,2023,0.014639018113208505,0.018027844710113438,0.011698513197350815
All Population,Life table,Saudi Arabia,Female,45-49 years,Probability of death,2023,0.0110736207620278,0.014023156117759367,0.008474884524559944
All Population,Life table,Saudi Arabia,Male,50-54 years,Probability of death,2023,0.022374659115777084,0.027542624821697146,0.018123206309657757
All Population,Life table,Saudi Arabia,Female,50-54 years,Probability of death,2023,0.018592021485047266,0.023530778961318246,0.014188833401560505
All Population,Life table,Saudi Arabia,Male,55-59 years,Probability of death,2023,0.03569161103075466,0.04390423159426673,0.02845465503243502
All Population,Life table,Saudi Arabia,Female,55-59 years,Probability of death,2023,0.030192085784098748,0.038261213759462925,0.02353847524497843
All Population,Life table,Saudi Arabia,Male,60-64 years,Probability of death,2023,0.06802703872169583,0.08279069395780163,0.0545536381810838
All Population,Life table,Saudi Arabia,Female,60-64 years,Probability of death,2023,0.06524428813620095,0.08280271902427415,0.05064742091038847
All Population,Life table,Saudi Arabia,Male,65-69 years,Probability of death,2023,0.11178104719181348,0.13474362845030233,0.09048984607028457
All Population,Life table,Saudi Arabia,Female,65-69 years,Probability of death,2023,0.09871788903973054,0.12219287539510103,0.07885620288474557
All Population,Life table,Saudi Arabia,Male,70-74 years,Probability of death,2023,0.1876747695391438,0.22238483561540373,0.15312643815210444
All Population,Life table,Saudi Arabia,Female,70-74 years,Probability of death,2023,0.16724329375751795,0.2067697828312274,0.13359418674831364
All Population,Life table,Saudi Arabia,Male,75-79 years,Probability of death,2023,0.2890871643673632,0.34015702646126145,0.2435696316988512
All Population,Life table,Saudi Arabia,Female,75-79 years,Probability of death,2023,0.25992372478890857,0.3175707698772775,0.21113188080220313
All Population,Life table,Lesotho,Female,45-49 years,Probability of death,2023,0.08378747231201235,0.10390740960817892,0.06463474249442928
All Population,Life table,Lesotho,Male,50-54 years,Probability of death,2023,0.12318829610134055,0.15223529690134188,0.09533971382498799
All Population,Life table,Lesotho,Female,50-54 years,Probability of death,2023,0.08785070034179583,0.11014036133540178,0.06887383349831354
All Population,Life table,Lesotho,Male,55-59 years,Probability of death,2023,0.14927012277267415,0.1853153809776641,0.11998037019274528
All Population,Life table,Lesotho,Female,55-59 years,Probability of death,2023,0.09338364921912215,0.11654659825963799,0.0720153268651602
All Population,Life table,Lesotho,Male,60-64 years,Probability of death,2023,0.1825983211212135,0.22772480591020738,0.14502385541078214
All Population,Life table,Lesotho,Female,60-64 years,Probability of death,2023,0.1160603972443422,0.1433598239460514,0.09192178522508507
All Population,Life table,Lesotho,Male,65-69 years,Probability of death,2023,0.22820349633187617,0.2764610154558096,0.18256713080175815
All Population,Life table,Lesotho,Female,65-69 years,Probability of death,2023,0.15688666059094017,0.19383561278034003,0.12473415396242504
All Population,Life table,Lesotho,Male,70-74 years,Probability of death,2023,0.2743055829961072,0.33518364209770357,0.22156303450179826
All Population,Life table,Lesotho,Female,70-74 years,Probability of death,2023,0.20929465089179358,0.255667651751878,0.16714874365361287
All Population,Life table,Lesotho,Male,75-79 years,Probability of death,2023,0.3647857376856116,0.43994690374506373,0.2989303629707779
All Population,Life table,Lesotho,Female,75-79 years,Probability of death,2023,0.30040998087606585,0.3614665643679269,0.24459880917212062
All Population,Life table,Lesotho,Male,80-84 years,Probability of death,2023,0.41433575712837284,0.4982894721138332,0.34360700120962095
All Population,Life table,Lesotho,Female,80-84 years,Probability of death,2023,0.3721898113263687,0.44628093518309114,0.3079401083438071
All Population,Life table,Lesotho,Male,85-89 years,Probability of death,2023,0.5212141832224237,0.6056262500742268,0.4409053229815037
All Population,Life table,Lesotho,Female,85-89 years,Probability of death,2023,0.5243873848347087,0.6018711620024748,0.4416269736249317
All Population,Life table,Lesotho,Male,90-94 years,Probability of death,2023,0.5776382424349232,0.6714387826720226,0.4904786868844698
All Population,Life table,Lesotho,Female,90-94 years,Probability of death,2023,0.5876003751740067,0.6772594551694572,0.49768402724549093
All Population,Life table,Lesotho,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Lesotho,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Benin,Male,10-14 years,Probability of death,2023,0.00686406253297197,0.008883615459332228,0.005158614503161685
All Population,Life table,Benin,Female,10-14 years,Probability of death,2023,0.004730716479645666,0.005989954683330986,0.00361836912257181
All Population,Life table,Benin,Male,15-19 years,Probability of death,2023,0.009447222797058574,0.011895067906769597,0.007264277187810306
All Population,Life table,Benin,Female,15-19 years,Probability of death,2023,0.009137590927913513,0.011727433811137262,0.007059281228201886
All Population,Life table,Benin,Male,20-24 years,Probability of death,2023,0.0110524243173095,0.014209620634811498,0.008628456265108043
All Population,Life table,Benin,Female,20-24 years,Probability of death,2023,0.009863139549355185,0.012637923013259502,0.007581945727071979
All Population,Life table,Benin,Male,25-29 years,Probability of death,2023,0.011492801750915516,0.014862299626632939,0.008754210848966864
All Population,Life table,Benin,Female,25-29 years,Probability of death,2023,0.011429489487740299,0.014519911463323354,0.008746641163644977
All Population,Life table,Benin,Male,30-34 years,Probability of death,2023,0.019731501705653035,0.024767021685671943,0.015284842973317468
All Population,Life table,Benin,Female,30-34 years,Probability of death,2023,0.020353152903969413,0.025943872366663293,0.015899352338036035
All Population,Life table,Benin,Male,35-39 years,Probability of death,2023,0.023422695222009904,0.029714530882696433,0.018313822768889428
All Population,Life table,Benin,Female,35-39 years,Probability of death,2023,0.020344971831654478,0.025802815106173663,0.015725640399520447
All Population,Life table,Benin,Male,40-44 years,Probability of death,2023,0.03667408128787328,0.046125483823927296,0.02831608755120755
All Population,Life table,Benin,Female,40-44 years,Probability of death,2023,0.02541933235776624,0.03247509507603205,0.020035714200845867
All Population,Life table,Benin,Male,45-49 years,Probability of death,2023,0.04456794213360643,0.055850142510961334,0.03495367637676589
All Population,Life table,Benin,Female,45-49 years,Probability of death,2023,0.02725508414567426,0.03448422349267389,0.021185526368413702
All Population,Life table,Benin,Male,50-54 years,Probability of death,2023,0.06245533447284479,0.07887310692001748,0.0489895779376328
All Population,Life table,Benin,Female,50-54 years,Probability of death,2023,0.03428650979435212,0.04394664977285295,0.026807377687563895
All Population,Life table,Benin,Male,55-59 years,Probability of death,2023,0.07947132701358206,0.09983666466385524,0.06241393984093949
All Population,Life table,Benin,Female,55-59 years,Probability of death,2023,0.041410000300860804,0.0521778362450457,0.032041353020833774
All Population,Life table,Benin,Male,60-64 years,Probability of death,2023,0.11534183531751463,0.14357021498412492,0.09038879756093747
All Population,Life table,Benin,Female,60-64 years,Probability of death,2023,0.062079932829587875,0.07807878356552014,0.0493432903703666
All Population,Life table,Benin,Male,65-69 years,Probability of death,2023,0.1654735335480271,0.20723066274231552,0.1321101458587106
All Population,Life table,Benin,Female,65-69 years,Probability of death,2023,0.09166744347160694,0.11294452167919351,0.07185199792680029
All Population,Life table,Benin,Male,70-74 years,Probability of death,2023,0.21957892780160806,0.26748044342616795,0.17237892709064578
All Population,Life table,Benin,Female,70-74 years,Probability of death,2023,0.139563302006039,0.17428099947797773,0.11086524738244956
All Population,Life table,Benin,Male,75-79 years,Probability of death,2023,0.30686434511473554,0.3726083594955853,0.24838465357233022
All Population,Life table,Benin,Female,75-79 years,Probability of death,2023,0.21434319107385744,0.26446061725980696,0.17273884801653355
All Population,Life table,Sudan,Male,10-14 years,Probability of death,2023,0.003886948358762138,0.005070801123917804,0.0029416390634800114
All Population,Life table,Sudan,Female,10-14 years,Probability of death,2023,0.00506221626306188,0.006642918082030527,0.0038082205938988617
All Population,Life table,Sudan,Male,15-19 years,Probability of death,2023,0.02138195457889121,0.024067647818922813,0.019174445434717233
All Population,Life table,Sudan,Female,15-19 years,Probability of death,2023,0.006496598185137501,0.008361480675612114,0.005089898841023074
All Population,Life table,Sudan,Male,20-24 years,Probability of death,2023,0.01955046939740007,0.022373256586856696,0.0171374027164767
All Population,Life table,Sudan,Female,20-24 years,Probability of death,2023,0.0074577169417100716,0.009391370148204433,0.0057695637157061525
All Population,Life table,Sudan,Male,25-29 years,Probability of death,2023,0.012844622970897295,0.016047383657401496,0.010295853559376478
All Population,Life table,Sudan,Female,25-29 years,Probability of death,2023,0.009843801847556465,0.013081161352647823,0.007326896248800887
All Population,Life table,Sudan,Male,30-34 years,Probability of death,2023,0.013672772762496614,0.017483963833053708,0.01046319854343394
All Population,Life table,Sudan,Female,30-34 years,Probability of death,2023,0.011997277199145121,0.01640573348999411,0.008589129660344925
All Population,Life table,Sudan,Male,35-39 years,Probability of death,2023,0.012200977745272719,0.0156177744791718,0.009495878730765905
All Population,Life table,Sudan,Female,35-39 years,Probability of death,2023,0.01184038278137277,0.01618194598267245,0.008472954099306625
All Population,Life table,Angola,Male,30-34 years,Probability of death,2023,0.03222960414603859,0.04038856772533305,0.024830340108835367
All Population,Life table,Angola,Female,30-34 years,Probability of death,2023,0.02703936401478298,0.03460439285150863,0.020899063966811977
All Population,Life table,Angola,Male,35-39 years,Probability of death,2023,0.03724363830394122,0.04709726232487789,0.02881625331519564
All Population,Life table,Angola,Female,35-39 years,Probability of death,2023,0.029123371204273777,0.0371780376215137,0.02221574116664594
All Population,Life table,Angola,Male,40-44 years,Probability of death,2023,0.04537070799232189,0.05701321628989266,0.035287018826819366
All Population,Life table,Angola,Female,40-44 years,Probability of death,2023,0.031360500476059865,0.04026096194632742,0.02379271720223289
All Population,Life table,Angola,Male,45-49 years,Probability of death,2023,0.04549578636691374,0.05816470781896348,0.0358753676830677
All Population,Life table,Angola,Female,45-49 years,Probability of death,2023,0.03319938608772191,0.0419403214691927,0.02577826764750007
All Population,Life table,Angola,Male,50-54 years,Probability of death,2023,0.06513285594182643,0.08130733735651179,0.05133157275411046
All Population,Life table,Angola,Female,50-54 years,Probability of death,2023,0.04043502631460682,0.051123121953343224,0.031526973757885594
All Population,Life table,Angola,Male,55-59 years,Probability of death,2023,0.09148361802965009,0.11643829459533707,0.0710205992373746
All Population,Life table,Angola,Female,55-59 years,Probability of death,2023,0.04879167170852752,0.061751392485594234,0.03731896539779561
All Population,Life table,Angola,Male,60-64 years,Probability of death,2023,0.13873516305788075,0.17333032821570735,0.11010660118673467
All Population,Life table,Angola,Female,60-64 years,Probability of death,2023,0.07003143046623259,0.08886737821733093,0.05509656683059476
All Population,Life table,Angola,Male,65-69 years,Probability of death,2023,0.20020938947506245,0.24557795187912476,0.1599286342035492
All Population,Life table,Angola,Female,65-69 years,Probability of death,2023,0.10120681844297157,0.12648843201651183,0.07978638296674412
All Population,Life table,Angola,Male,70-74 years,Probability of death,2023,0.26440953129651734,0.3245923185682785,0.20752533337127432
All Population,Life table,Angola,Female,70-74 years,Probability of death,2023,0.15157066596292734,0.18814363999643882,0.12081843035587224
All Population,Life table,Angola,Male,75-79 years,Probability of death,2023,0.36130620876373665,0.4364555129638109,0.29148346571171085
All Population,Life table,Angola,Female,75-79 years,Probability of death,2023,0.23251989532371456,0.28451150640475514,0.18859575613739307
All Population,Life table,Angola,Male,80-84 years,Probability of death,2023,0.4523566859807466,0.5301260442267214,0.3806613414750736
All Population,Life table,Angola,Female,80-84 years,Probability of death,2023,0.30445092178282185,0.3717952749506447,0.2451436161309572
All Population,Life table,Angola,Male,85-89 years,Probability of death,2023,0.5692085970771941,0.6541777229015375,0.4844563528644868
All Population,Life table,Angola,Female,85-89 years,Probability of death,2023,0.44964268055914935,0.5303762099188187,0.3781793180481968
All Population,Life table,Angola,Male,90-94 years,Probability of death,2023,0.6828405585490065,0.7747011273471214,0.5945092568510246
All Population,Life table,Angola,Female,90-94 years,Probability of death,2023,0.533927197307554,0.6234715366670086,0.45000406195787074
All Population,Life table,Angola,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Angola,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Central African Republic,Male,10-14 years,Probability of death,2023,0.012014993857287317,0.015392923123447519,0.00928567619094077
All Population,Life table,Central African Republic,Female,10-14 years,Probability of death,2023,0.009679073158021696,0.012387684737506061,0.007365133137536714
All Population,Life table,Central African Republic,Male,15-19 years,Probability of death,2023,0.017738164260526833,0.02215208914612566,0.014126730183044152
All Population,Life table,Central African Republic,Female,15-19 years,Probability of death,2023,0.017660521837170047,0.02239102908430377,0.013530108949517464
All Population,Life table,Central African Republic,Male,20-24 years,Probability of death,2023,0.022348404726169984,0.028049887574328965,0.017649536495792494
All Population,Life table,Central African Republic,Female,20-24 years,Probability of death,2023,0.022043105623927757,0.02790915518347903,0.017015781697350765
All Population,Life table,Saint Kitts and Nevis,Male,90-94 years,Probability of death,2023,0.8224301361745967,0.8656723428868972,0.779311813968558
All Population,Life table,Saint Kitts and Nevis,Female,90-94 years,Probability of death,2023,0.7518151683706561,0.7987811111794235,0.6998356883522552
All Population,Life table,Saint Kitts and Nevis,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Saint Kitts and Nevis,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Cambodia,Male,10-14 years,Probability of death,2023,0.002959124531623855,0.0039350063413264,0.0021709407231890825
All Population,Life table,Cambodia,Female,10-14 years,Probability of death,2023,0.002622735279554174,0.0033982445230433004,0.0019046623146976027
All Population,Life table,Cambodia,Male,15-19 years,Probability of death,2023,0.006886501454438271,0.009044486073216451,0.005107640297630051
All Population,Life table,Cambodia,Female,15-19 years,Probability of death,2023,0.003345251603499711,0.004479639045483158,0.002479163821655231
All Population,Life table,Cambodia,Male,20-24 years,Probability of death,2023,0.008803075858467048,0.011458818776378207,0.0065545830506092
All Population,Life table,Cambodia,Female,20-24 years,Probability of death,2023,0.004275215188036531,0.005689624330126312,0.0031609054602874777
All Population,Life table,Cambodia,Male,25-29 years,Probability of death,2023,0.00852544651440473,0.011114165162145764,0.00619992662210233
All Population,Life table,Cambodia,Female,25-29 years,Probability of death,2023,0.004852647635149885,0.006483932712363427,0.003650456666835375
All Population,Life table,Cambodia,Male,30-34 years,Probability of death,2023,0.011733976067152733,0.015286895438956042,0.00881677133194759
All Population,Life table,Cambodia,Female,30-34 years,Probability of death,2023,0.005709885786155844,0.007615456344180321,0.004136026984943894
All Population,Life table,Cambodia,Male,35-39 years,Probability of death,2023,0.021242617335657007,0.027719908029963228,0.01618081445679348
All Population,Life table,Cambodia,Female,35-39 years,Probability of death,2023,0.006936961437278738,0.008936902221145389,0.005239062591332342
All Population,Life table,Cambodia,Male,40-44 years,Probability of death,2023,0.02778908167373305,0.03564624814896517,0.020654829904319494
All Population,Life table,Cambodia,Female,40-44 years,Probability of death,2023,0.01185046492716242,0.015528845855962075,0.008765544942363654
All Population,Life table,Cambodia,Male,45-49 years,Probability of death,2023,0.032323894570694504,0.041951626812015363,0.02445574511286255
All Population,Life table,Cambodia,Female,45-49 years,Probability of death,2023,0.02612764884354583,0.03402173163289733,0.019935061410851915
All Population,Life table,Cambodia,Male,50-54 years,Probability of death,2023,0.04386287651717563,0.057246095021800864,0.03338301953264199
All Population,Life table,Cambodia,Female,50-54 years,Probability of death,2023,0.036984377543061726,0.04890754535398677,0.02783134314544533
All Population,Life table,Cambodia,Male,55-59 years,Probability of death,2023,0.05870558962134933,0.07618444414862002,0.043847494912438764
All Population,Life table,Cambodia,Female,55-59 years,Probability of death,2023,0.045681924170952334,0.059469801998582004,0.03392526965445245
All Population,Life table,Cambodia,Male,60-64 years,Probability of death,2023,0.07960755895428942,0.10405251262695235,0.06022999722836351
All Population,Life table,Cambodia,Female,60-64 years,Probability of death,2023,0.05947676480496827,0.07609108025199408,0.044344388090602045
All Population,Life table,Cambodia,Male,65-69 years,Probability of death,2023,0.11536349985714968,0.14886250726982464,0.08854368580950385
All Population,Life table,Cambodia,Female,65-69 years,Probability of death,2023,0.0829976757769953,0.10710983504541949,0.06308991885056414
All Population,Life table,Cambodia,Male,70-74 years,Probability of death,2023,0.17312780189082233,0.21902960442176705,0.12982151270839715
All Population,Life table,Cambodia,Female,70-74 years,Probability of death,2023,0.12573394928855428,0.15848821325045867,0.0972770201973861
All Population,Life table,Cambodia,Male,75-79 years,Probability of death,2023,0.26046275355488635,0.32176435873340226,0.20268757648303493
All Population,Life table,Cambodia,Female,75-79 years,Probability of death,2023,0.2009664427331108,0.25409685087796374,0.15478958036163373
All Population,Life table,Greece,Male,60-64 years,Probability of death,2023,0.05531866686878448,0.05791774875264157,0.05286447196125667
All Population,Life table,Greece,Female,60-64 years,Probability of death,2023,0.025028715614981996,0.026703071613325573,0.023475532065496296
All Population,Life table,Greece,Male,65-69 years,Probability of death,2023,0.0834172306228594,0.0866269285873829,0.08006884065027008
All Population,Life table,Greece,Female,65-69 years,Probability of death,2023,0.04067139707783113,0.04299085814139851,0.0384278932252384
All Population,Life table,Greece,Male,70-74 years,Probability of death,2023,0.11809010527644925,0.12247250165790803,0.11408079199313696
All Population,Life table,Greece,Female,70-74 years,Probability of death,2023,0.06531045963204386,0.06854923816647994,0.062144341128179056
All Population,Life table,Greece,Male,75-79 years,Probability of death,2023,0.18852716088213176,0.19455139093634802,0.18269451005953938
All Population,Life table,Greece,Female,75-79 years,Probability of death,2023,0.12036060044550032,0.1249199837534414,0.11581227235357405
All Population,Life table,Greece,Male,80-84 years,Probability of death,2023,0.27440569805565346,0.2821232010870507,0.26710263631311754
All Population,Life table,Greece,Female,80-84 years,Probability of death,2023,0.20457867122012546,0.21058710139202555,0.1989303805730048
All Population,Life table,Greece,Male,85-89 years,Probability of death,2023,0.45499078330691967,0.4640109769719185,0.44566419420416625
All Population,Life table,Greece,Female,85-89 years,Probability of death,2023,0.38818988557863693,0.39672074340447716,0.3800158699088397
All Population,Life table,Greece,Male,90-94 years,Probability of death,2023,0.6956233402115648,0.7079461192619518,0.6830680481600764
